i	sum_f	sum_d	real	error_f	error_d
17160000	1.91831	1.716	1.716	-0.117894	-5.83731e-08
17170000	1.9195	1.717	1.717	-0.117937	-5.83394e-08
17180000	1.92069	1.718	1.718	-0.11798	-5.83058e-08
17190000	1.92188	1.719	1.719	-0.118023	-5.82722e-08
17200000	1.92307	1.72	1.72	-0.118067	-5.82387e-08
17210000	1.92427	1.721	1.721	-0.11811	-5.82052e-08
17220000	1.92546	1.722	1.722	-0.118153	-5.81717e-08
17230000	1.92665	1.723	1.723	-0.118195	-5.81383e-08
17240000	1.92784	1.724	1.724	-0.118238	-5.81049e-08
17250000	1.92903	1.725	1.725	-0.118281	-5.80716e-08
17260000	1.93023	1.726	1.726	-0.118324	-5.80383e-08
17270000	1.93142	1.727	1.727	-0.118367	-5.8005e-08
17280000	1.93261	1.728	1.728	-0.118409	-5.79718e-08
17290000	1.9338	1.729	1.729	-0.118452	-5.79386e-08
17300000	1.935	1.73	1.73	-0.118494	-5.79054e-08
17310000	1.93619	1.731	1.731	-0.118537	-5.78723e-08
17320000	1.93738	1.732	1.732	-0.118579	-5.78392e-08
17330000	1.93857	1.733	1.733	-0.118622	-5.78062e-08
17340000	1.93976	1.734	1.734	-0.118664	-5.77732e-08
17350000	1.94096	1.735	1.735	-0.118707	-5.77402e-08
17360000	1.94215	1.736	1.736	-0.118749	-5.77073e-08
17370000	1.94334	1.737	1.737	-0.118791	-5.76744e-08
17380000	1.94453	1.738	1.738	-0.118833	-5.76416e-08
17390000	1.94572	1.739	1.739	-0.118875	-5.76088e-08
17400000	1.94692	1.74	1.74	-0.118917	-5.7576e-08
17410000	1.94811	1.741	1.741	-0.118959	-5.75433e-08
17420000	1.9493	1.742	1.742	-0.119001	-5.75106e-08
17430000	1.95049	1.743	1.743	-0.119043	-5.74779e-08
17440000	1.95168	1.744	1.744	-0.119085	-5.74453e-08
17450000	1.95288	1.745	1.745	-0.119127	-5.74127e-08
17460000	1.95407	1.746	1.746	-0.119169	-5.73801e-08
17470000	1.95526	1.747	1.747	-0.119211	-5.73476e-08
17480000	1.95645	1.748	1.748	-0.119252	-5.73152e-08
17490000	1.95765	1.749	1.749	-0.119294	-5.72827e-08
17500000	1.95884	1.75	1.75	-0.119336	-5.72503e-08
17510000	1.96003	1.751	1.751	-0.119377	-5.7218e-08
17520000	1.96122	1.752	1.752	-0.119419	-5.71856e-08
17530000	1.96241	1.753	1.753	-0.11946	-5.71533e-08
17540000	1.96361	1.754	1.754	-0.119502	-5.71211e-08
17550000	1.9648	1.755	1.755	-0.119543	-5.70889e-08
17560000	1.96599	1.756	1.756	-0.119584	-5.70567e-08
17570000	1.96718	1.757	1.757	-0.119625	-5.70246e-08
17580000	1.96837	1.758	1.758	-0.119667	-5.69925e-08
17590000	1.96957	1.759	1.759	-0.119708	-5.69604e-08
17600000	1.97076	1.76	1.76	-0.119749	-5.69284e-08
17610000	1.97195	1.761	1.761	-0.11979	-5.68964e-08
17620000	1.97314	1.762	1.762	-0.119831	-5.68644e-08
17630000	1.97433	1.763	1.763	-0.119872	-5.68325e-08
17640000	1.97553	1.764	1.764	-0.119913	-5.68006e-08
17650000	1.97672	1.765	1.765	-0.119954	-5.67687e-08
17660000	1.97791	1.766	1.766	-0.119995	-5.67369e-08
17670000	1.9791	1.767	1.767	-0.120036	-5.67051e-08
17680000	1.98029	1.768	1.768	-0.120076	-5.66734e-08
17690000	1.98149	1.769	1.769	-0.120117	-5.66417e-08
17700000	1.98268	1.77	1.77	-0.120158	-5.661e-08
17710000	1.98387	1.771	1.771	-0.120198	-5.65784e-08
17720000	1.98506	1.772	1.772	-0.120239	-5.65468e-08
17730000	1.98626	1.773	1.773	-0.120279	-5.65152e-08
17740000	1.98745	1.774	1.774	-0.12032	-5.64837e-08
17750000	1.98864	1.775	1.775	-0.12036	-5.64522e-08
17760000	1.98983	1.776	1.776	-0.120401	-5.64207e-08
17770000	1.99102	1.777	1.777	-0.120441	-5.63893e-08
17780000	1.99222	1.778	1.778	-0.120481	-5.63579e-08
17790000	1.99341	1.779	1.779	-0.120522	-5.63266e-08
17800000	1.9946	1.78	1.78	-0.120562	-5.62953e-08
17810000	1.99579	1.781	1.781	-0.120602	-5.6264e-08
17820000	1.99698	1.782	1.782	-0.120642	-5.62327e-08
17830000	1.99818	1.783	1.783	-0.120682	-5.62015e-08
17840000	1.99937	1.784	1.784	-0.120722	-5.61704e-08
17850000	2	1.785	1.785	-0.120448	-5.61392e-08
17860000	2	1.786	1.786	-0.119821	-5.61081e-08
17870000	2	1.787	1.787	-0.119194	-5.6077e-08
17880000	2	1.788	1.788	-0.118568	-5.6046e-08
17890000	2	1.789	1.789	-0.117943	-5.6015e-08
17900000	2	1.79	1.79	-0.117318	-5.5984e-08
17910000	2	1.791	1.791	-0.116695	-5.59531e-08
17920000	2	1.792	1.792	-0.116071	-5.59222e-08
17930000	2	1.793	1.793	-0.115449	-5.58913e-08
17940000	2	1.794	1.794	-0.114827	-5.58605e-08
17950000	2	1.795	1.795	-0.114206	-5.58297e-08
17960000	2	1.796	1.796	-0.113586	-5.5799e-08
17970000	2	1.797	1.797	-0.112966	-5.57682e-08
17980000	2	1.798	1.798	-0.112347	-5.57375e-08
17990000	2	1.799	1.799	-0.111729	-5.57069e-08
18000000	2	1.8	1.8	-0.111111	-5.56763e-08
18010000	2	1.801	1.801	-0.110494	-5.56457e-08
18020000	2	1.802	1.802	-0.109878	-5.56151e-08
18030000	2	1.803	1.803	-0.109262	-5.55846e-08
18040000	2	1.804	1.804	-0.108647	-5.55541e-08
18050000	2	1.805	1.805	-0.108033	-5.55236e-08
18060000	2	1.806	1.806	-0.10742	-5.54932e-08
18070000	2	1.807	1.807	-0.106807	-5.54628e-08
18080000	2	1.808	1.808	-0.106195	-5.54325e-08
18090000	2	1.809	1.809	-0.105583	-5.54022e-08
18100000	2	1.81	1.81	-0.104972	-5.53719e-08
18110000	2	1.811	1.811	-0.104362	-5.53416e-08
18120000	2	1.812	1.812	-0.103753	-5.53114e-08
18130000	2	1.813	1.813	-0.103144	-5.52812e-08
18140000	2	1.814	1.814	-0.102536	-5.52511e-08
18150000	2	1.815	1.815	-0.101928	-5.52209e-08
18160000	2	1.816	1.816	-0.101322	-5.51909e-08
18170000	2	1.817	1.817	-0.100715	-5.51608e-08
18180000	2	1.818	1.818	-0.10011	-5.51308e-08
18190000	2	1.819	1.819	-0.0995052	-5.51008e-08
18200000	2	1.82	1.82	-0.0989011	-5.50708e-08
18210000	2	1.821	1.821	-0.0982976	-5.50409e-08
18220000	2	1.822	1.822	-0.0976948	-5.5011e-08
18230000	2	1.823	1.823	-0.0970927	-5.49812e-08
18240000	2	1.824	1.824	-0.0964912	-5.49514e-08
18250000	2	1.825	1.825	-0.0958904	-5.49216e-08
18260000	2	1.826	1.826	-0.0952903	-5.48918e-08
18270000	2	1.827	1.827	-0.0946907	-5.48621e-08
18280000	2	1.828	1.828	-0.0940919	-5.48324e-08
18290000	2	1.829	1.829	-0.0934937	-5.48027e-08
18300000	2	1.83	1.83	-0.0928962	-5.47731e-08
18310000	2	1.831	1.831	-0.0922993	-5.47435e-08
18320000	2	1.832	1.832	-0.0917031	-5.47139e-08
18330000	2	1.833	1.833	-0.0911075	-5.46844e-08
18340000	2	1.834	1.834	-0.0905125	-5.46549e-08
18350000	2	1.835	1.835	-0.0899183	-5.46254e-08
18360000	2	1.836	1.836	-0.0893246	-5.4596e-08
18370000	2	1.837	1.837	-0.0887316	-5.45666e-08
18380000	2	1.838	1.838	-0.0881393	-5.45372e-08
18390000	2	1.839	1.839	-0.0875476	-5.45079e-08
18400000	2	1.84	1.84	-0.0869565	-5.44786e-08
18410000	2	1.841	1.841	-0.0863661	-5.44493e-08
18420000	2	1.842	1.842	-0.0857763	-5.44201e-08
18430000	2	1.843	1.843	-0.0851872	-5.43909e-08
18440000	2	1.844	1.844	-0.0845987	-5.43617e-08
18450000	2	1.845	1.845	-0.0840108	-5.43325e-08
18460000	2	1.846	1.846	-0.0834236	-5.43034e-08
18470000	2	1.847	1.847	-0.082837	-5.42743e-08
18480000	2	1.848	1.848	-0.0822511	-5.42453e-08
18490000	2	1.849	1.849	-0.0816658	-5.42163e-08
18500000	2	1.85	1.85	-0.0810811	-5.41873e-08
18510000	2	1.851	1.851	-0.080497	-5.41583e-08
18520000	2	1.852	1.852	-0.0799136	-5.41294e-08
18530000	2	1.853	1.853	-0.0793308	-5.41005e-08
18540000	2	1.854	1.854	-0.0787487	-5.40716e-08
18550000	2	1.855	1.855	-0.0781671	-5.40428e-08
18560000	2	1.856	1.856	-0.0775862	-5.4014e-08
18570000	2	1.857	1.857	-0.0770059	-5.39852e-08
18580000	2	1.858	1.858	-0.0764263	-5.39565e-08
18590000	2	1.859	1.859	-0.0758472	-5.39278e-08
18600000	2	1.86	1.86	-0.0752688	-5.38991e-08
18610000	2	1.861	1.861	-0.074691	-5.38704e-08
18620000	2	1.862	1.862	-0.0741139	-5.38418e-08
18630000	2	1.863	1.863	-0.0735373	-5.38132e-08
18640000	2	1.864	1.864	-0.0729614	-5.37847e-08
18650000	2	1.865	1.865	-0.0723861	-5.37561e-08
18660000	2	1.866	1.866	-0.0718114	-5.37277e-08
18670000	2	1.867	1.867	-0.0712373	-5.36992e-08
18680000	2	1.868	1.868	-0.0706638	-5.36708e-08
18690000	2	1.869	1.869	-0.070091	-5.36423e-08
18700000	2	1.87	1.87	-0.0695187	-5.3614e-08
18710000	2	1.871	1.871	-0.0689471	-5.35856e-08
18720000	2	1.872	1.872	-0.0683761	-5.35573e-08
18730000	2	1.873	1.873	-0.0678057	-5.3529e-08
18740000	2	1.874	1.874	-0.0672359	-5.35008e-08
18750000	2	1.875	1.875	-0.0666667	-5.34726e-08
18760000	2	1.876	1.876	-0.0660981	-5.34444e-08
18770000	2	1.877	1.877	-0.0655301	-5.34162e-08
18780000	2	1.878	1.878	-0.0649627	-5.33881e-08
18790000	2	1.879	1.879	-0.064396	-5.336e-08
18800000	2	1.88	1.88	-0.0638298	-5.33319e-08
18810000	2	1.881	1.881	-0.0632642	-5.33039e-08
18820000	2	1.882	1.882	-0.0626993	-5.32758e-08
18830000	2	1.883	1.883	-0.0621349	-5.32479e-08
18840000	2	1.884	1.884	-0.0615711	-5.32199e-08
18850000	2	1.885	1.885	-0.061008	-5.3192e-08
18860000	2	1.886	1.886	-0.0604454	-5.31641e-08
18870000	2	1.887	1.887	-0.0598834	-5.31362e-08
18880000	2	1.888	1.888	-0.059322	-5.31084e-08
18890000	2	1.889	1.889	-0.0587612	-5.30806e-08
18900000	2	1.89	1.89	-0.0582011	-5.30528e-08
18910000	2	1.891	1.891	-0.0576415	-5.30251e-08
18920000	2	1.892	1.892	-0.0570825	-5.29973e-08
18930000	2	1.893	1.893	-0.056524	-5.29697e-08
18940000	2	1.894	1.894	-0.0559662	-5.2942e-08
18950000	2	1.895	1.895	-0.055409	-5.29144e-08
18960000	2	1.896	1.896	-0.0548523	-5.28868e-08
18970000	2	1.897	1.897	-0.0542963	-5.28592e-08
18980000	2	1.898	1.898	-0.0537408	-5.28317e-08
18990000	2	1.899	1.899	-0.0531859	-5.28041e-08
19000000	2	1.9	1.9	-0.0526316	-5.27767e-08
19010000	2	1.901	1.901	-0.0520779	-5.27492e-08
19020000	2	1.902	1.902	-0.0515247	-5.27218e-08
19030000	2	1.903	1.903	-0.0509721	-5.26944e-08
19040000	2	1.904	1.904	-0.0504202	-5.2667e-08
19050000	2	1.905	1.905	-0.0498688	-5.26397e-08
19060000	2	1.906	1.906	-0.0493179	-5.26124e-08
19070000	2	1.907	1.907	-0.0487677	-5.25851e-08
19080000	2	1.908	1.908	-0.048218	-5.25578e-08
19090000	2	1.909	1.909	-0.0476689	-5.25306e-08
19100000	2	1.91	1.91	-0.0471204	-5.25034e-08
19110000	2	1.911	1.911	-0.0465725	-5.24762e-08
19120000	2	1.912	1.912	-0.0460251	-5.24491e-08
19130000	2	1.913	1.913	-0.0454783	-5.2422e-08
19140000	2	1.914	1.914	-0.0449321	-5.23949e-08
19150000	2	1.915	1.915	-0.0443864	-5.23678e-08
19160000	2	1.916	1.916	-0.0438413	-5.23408e-08
19170000	2	1.917	1.917	-0.0432968	-5.23138e-08
19180000	2	1.918	1.918	-0.0427529	-5.22868e-08
19190000	2	1.919	1.919	-0.0422095	-5.22599e-08
19200000	2	1.92	1.92	-0.0416667	-5.2233e-08
19210000	2	1.921	1.921	-0.0411244	-5.22061e-08
19220000	2	1.922	1.922	-0.0405827	-5.21792e-08
19230000	2	1.923	1.923	-0.0400416	-5.21524e-08
19240000	2	1.924	1.924	-0.039501	-5.21256e-08
19250000	2	1.925	1.925	-0.038961	-5.20988e-08
19260000	2	1.926	1.926	-0.0384216	-5.20721e-08
19270000	2	1.927	1.927	-0.0378827	-5.20454e-08
19280000	2	1.928	1.928	-0.0373444	-5.20187e-08
19290000	2	1.929	1.929	-0.0368066	-5.1992e-08
19300000	2	1.93	1.93	-0.0362694	-5.19654e-08
19310000	2	1.931	1.931	-0.0357328	-5.19388e-08
19320000	2	1.932	1.932	-0.0351967	-5.19122e-08
19330000	2	1.933	1.933	-0.0346611	-5.18856e-08
19340000	2	1.934	1.934	-0.0341262	-5.18591e-08
19350000	2	1.935	1.935	-0.0335917	-5.18326e-08
19360000	2	1.936	1.936	-0.0330579	-5.18061e-08
19370000	2	1.937	1.937	-0.0325245	-5.17797e-08
19380000	2	1.938	1.938	-0.0319917	-5.17533e-08
19390000	2	1.939	1.939	-0.0314595	-5.17269e-08
19400000	2	1.94	1.94	-0.0309278	-5.17005e-08
19410000	2	1.941	1.941	-0.0303967	-5.16742e-08
19420000	2	1.942	1.942	-0.0298661	-5.16479e-08
19430000	2	1.943	1.943	-0.0293361	-5.16216e-08
19440000	2	1.944	1.944	-0.0288066	-5.15953e-08
19450000	2	1.945	1.945	-0.0282776	-5.15691e-08
19460000	2	1.946	1.946	-0.0277492	-5.15429e-08
19470000	2	1.947	1.947	-0.0272214	-5.15167e-08
19480000	2	1.948	1.948	-0.026694	-5.14906e-08
19490000	2	1.949	1.949	-0.0261673	-5.14645e-08
19500000	2	1.95	1.95	-0.025641	-5.14384e-08
19510000	2	1.951	1.951	-0.0251153	-5.14123e-08
19520000	2	1.952	1.952	-0.0245902	-5.13863e-08
19530000	2	1.953	1.953	-0.0240655	-5.13603e-08
19540000	2	1.954	1.954	-0.0235415	-5.13343e-08
19550000	2	1.955	1.955	-0.0230179	-5.13083e-08
19560000	2	1.956	1.956	-0.0224949	-5.12824e-08
19570000	2	1.957	1.957	-0.0219724	-5.12565e-08
19580000	2	1.958	1.958	-0.0214505	-5.12306e-08
19590000	2	1.959	1.959	-0.020929	-5.12047e-08
19600000	2	1.96	1.96	-0.0204082	-5.11789e-08
19610000	2	1.961	1.961	-0.0198878	-5.11531e-08
19620000	2	1.962	1.962	-0.019368	-5.11273e-08
19630000	2	1.963	1.963	-0.0188487	-5.11016e-08
19640000	2	1.964	1.964	-0.0183299	-5.10759e-08
19650000	2	1.965	1.965	-0.0178117	-5.10502e-08
19660000	2	1.966	1.966	-0.017294	-5.10245e-08
19670000	2	1.967	1.967	-0.0167768	-5.09989e-08
19680000	2	1.968	1.968	-0.0162602	-5.09732e-08
19690000	2	1.969	1.969	-0.015744	-5.09477e-08
19700000	2	1.97	1.97	-0.0152284	-5.09221e-08
19710000	2	1.971	1.971	-0.0147133	-5.08966e-08
19720000	2	1.972	1.972	-0.0141988	-5.0871e-08
19730000	2	1.973	1.973	-0.0136847	-5.08456e-08
19740000	2	1.974	1.974	-0.0131712	-5.08201e-08
19750000	2	1.975	1.975	-0.0126582	-5.07947e-08
19760000	2	1.976	1.976	-0.0121457	-5.07692e-08
19770000	2	1.977	1.977	-0.0116338	-5.07439e-08
19780000	2	1.978	1.978	-0.0111223	-5.07185e-08
19790000	2	1.979	1.979	-0.0106114	-5.06932e-08
19800000	2	1.98	1.98	-0.010101	-5.06679e-08
19810000	2	1.981	1.981	-0.00959112	-5.06426e-08
19820000	2	1.982	1.982	-0.00908174	-5.06173e-08
19830000	2	1.983	1.983	-0.00857287	-5.05921e-08
19840000	2	1.984	1.984	-0.00806452	-5.05669e-08
19850000	2	1.985	1.985	-0.00755668	-5.05417e-08
19860000	2	1.986	1.986	-0.00704935	-5.05165e-08
19870000	2	1.987	1.987	-0.00654253	-5.04914e-08
19880000	2	1.988	1.988	-0.00603622	-5.04663e-08
19890000	2	1.989	1.989	-0.00553042	-5.04412e-08
19900000	2	1.99	1.99	-0.00502513	-5.04162e-08
19910000	2	1.991	1.991	-0.00452034	-5.03912e-08
19920000	2	1.992	1.992	-0.00401606	-5.03661e-08
19930000	2	1.993	1.993	-0.00351229	-5.03412e-08
19940000	2	1.994	1.994	-0.00300903	-5.03162e-08
19950000	2	1.995	1.995	-0.00250627	-5.02913e-08
19960000	2	1.996	1.996	-0.00200401	-5.02664e-08
19970000	2	1.997	1.997	-0.00150225	-5.02415e-08
19980000	2	1.998	1.998	-0.001001	-5.02167e-08
19990000	2	1.999	1.999	-0.00050025	-5.01918e-08
20000000	2	2	2	0	-5.0167e-08
20010000	2	2.001	2.001	0.00049975	-5.01411e-08
20020000	2	2.002	2.002	0.000999001	-5.01153e-08
20030000	2	2.003	2.003	0.00149775	-5.00894e-08
20040000	2	2.004	2.004	0.00199601	-5.00636e-08
20050000	2	2.005	2.005	0.00249377	-5.00378e-08
20060000	2	2.006	2.006	0.00299103	-5.00121e-08
20070000	2	2.007	2.007	0.00348779	-4.99863e-08
20080000	2	2.008	2.008	0.00398406	-4.99606e-08
20090000	2	2.009	2.009	0.00447984	-4.99349e-08
20100000	2	2.01	2.01	0.00497512	-4.99093e-08
20110000	2	2.011	2.011	0.00546992	-4.98837e-08
20120000	2	2.012	2.012	0.00596421	-4.98581e-08
20130000	2	2.013	2.013	0.00645802	-4.98325e-08
20140000	2	2.014	2.014	0.00695134	-4.98069e-08
20150000	2	2.015	2.015	0.00744417	-4.97814e-08
20160000	2	2.016	2.016	0.00793651	-4.97559e-08
20170000	2	2.017	2.017	0.00842836	-4.97304e-08
20180000	2	2.018	2.018	0.00891972	-4.97049e-08
20190000	2	2.019	2.019	0.0094106	-4.96795e-08
20200000	2	2.02	2.02	0.00990099	-4.96541e-08
20210000	2	2.021	2.021	0.0103909	-4.96287e-08
20220000	2	2.022	2.022	0.0108803	-4.96034e-08
20230000	2	2.023	2.023	0.0113693	-4.95781e-08
20240000	2	2.024	2.024	0.0118577	-4.95527e-08
20250000	2	2.025	2.025	0.0123457	-4.95275e-08
20260000	2	2.026	2.026	0.0128332	-4.95022e-08
20270000	2	2.027	2.027	0.0133202	-4.9477e-08
20280000	2	2.028	2.028	0.0138067	-4.94518e-08
20290000	2	2.029	2.029	0.0142928	-4.94266e-08
20300000	2	2.03	2.03	0.0147783	-4.94014e-08
20310000	2	2.031	2.031	0.0152634	-4.93763e-08
20320000	2	2.032	2.032	0.015748	-4.93512e-08
20330000	2	2.033	2.033	0.0162322	-4.93261e-08
20340000	2	2.034	2.034	0.0167158	-4.93011e-08
20350000	2	2.035	2.035	0.017199	-4.9276e-08
20360000	2	2.036	2.036	0.0176817	-4.9251e-08
20370000	2	2.037	2.037	0.018164	-4.92261e-08
20380000	2	2.038	2.038	0.0186457	-4.92011e-08
20390000	2	2.039	2.039	0.019127	-4.91762e-08
20400000	2	2.04	2.04	0.0196078	-4.91513e-08
20410000	2	2.041	2.041	0.0200882	-4.91264e-08
20420000	2	2.042	2.042	0.0205681	-4.91015e-08
20430000	2	2.043	2.043	0.0210475	-4.90767e-08
20440000	2	2.044	2.044	0.0215264	-4.90519e-08
20450000	2	2.045	2.045	0.0220049	-4.90271e-08
20460000	2	2.046	2.046	0.0224829	-4.90023e-08
20470000	2	2.047	2.047	0.0229604	-4.89776e-08
20480000	2	2.048	2.048	0.0234375	-4.89529e-08
20490000	2	2.049	2.049	0.0239141	-4.89282e-08
20500000	2	2.05	2.05	0.0243902	-4.89035e-08
20510000	2	2.051	2.051	0.0248659	-4.88789e-08
20520000	2	2.052	2.052	0.0253411	-4.88543e-08
20530000	2	2.053	2.053	0.0258159	-4.88297e-08
20540000	2	2.054	2.054	0.0262902	-4.88051e-08
20550000	2	2.055	2.055	0.026764	-4.87805e-08
20560000	2	2.056	2.056	0.0272374	-4.8756e-08
20570000	2	2.057	2.057	0.0277103	-4.87315e-08
20580000	2	2.058	2.058	0.0281827	-4.87071e-08
20590000	2	2.059	2.059	0.0286547	-4.86826e-08
20600000	2	2.06	2.06	0.0291262	-4.86582e-08
20610000	2	2.061	2.061	0.0295973	-4.86338e-08
20620000	2	2.062	2.062	0.0300679	-4.86094e-08
20630000	2	2.063	2.063	0.0305381	-4.8585e-08
20640000	2	2.064	2.064	0.0310078	-4.85607e-08
20650000	2	2.065	2.065	0.031477	-4.85364e-08
20660000	2	2.066	2.066	0.0319458	-4.85121e-08
20670000	2	2.067	2.067	0.0324141	-4.84879e-08
20680000	2	2.068	2.068	0.032882	-4.84636e-08
20690000	2	2.069	2.069	0.0333494	-4.84394e-08
20700000	2	2.07	2.07	0.0338164	-4.84152e-08
20710000	2	2.071	2.071	0.034283	-4.8391e-08
20720000	2	2.072	2.072	0.034749	-4.83669e-08
20730000	2	2.073	2.073	0.0352147	-4.83428e-08
20740000	2	2.074	2.074	0.0356798	-4.83187e-08
20750000	2	2.075	2.075	0.0361446	-4.82946e-08
20760000	2	2.076	2.076	0.0366089	-4.82705e-08
20770000	2	2.077	2.077	0.0370727	-4.82465e-08
20780000	2	2.078	2.078	0.0375361	-4.82225e-08
20790000	2	2.079	2.079	0.037999	-4.81985e-08
20800000	2	2.08	2.08	0.0384615	-4.81746e-08
20810000	2	2.081	2.081	0.0389236	-4.81506e-08
20820000	2	2.082	2.082	0.0393852	-4.81267e-08
20830000	2	2.083	2.083	0.0398464	-4.81028e-08
20840000	2	2.084	2.084	0.0403071	-4.8079e-08
20850000	2	2.085	2.085	0.0407674	-4.80551e-08
20860000	2	2.086	2.086	0.0412272	-4.80313e-08
20870000	2	2.087	2.087	0.0416866	-4.80075e-08
20880000	2	2.088	2.088	0.0421456	-4.79837e-08
20890000	2	2.089	2.089	0.0426041	-4.796e-08
20900000	2	2.09	2.09	0.0430622	-4.79362e-08
20910000	2	2.091	2.091	0.0435198	-4.79125e-08
20920000	2	2.092	2.092	0.0439771	-4.78888e-08
20930000	2	2.093	2.093	0.0444338	-4.78652e-08
20940000	2	2.094	2.094	0.0448902	-4.78415e-08
20950000	2	2.095	2.095	0.0453461	-4.78179e-08
20960000	2	2.096	2.096	0.0458015	-4.77943e-08
20970000	2	2.097	2.097	0.0462566	-4.77708e-08
20980000	2	2.098	2.098	0.0467112	-4.77472e-08
20990000	2	2.099	2.099	0.0471653	-4.77237e-08
21000000	2	2.1	2.1	0.047619	-4.77002e-08
21010000	2	2.101	2.101	0.0480723	-4.76767e-08
21020000	2	2.102	2.102	0.0485252	-4.76532e-08
21030000	2	2.103	2.103	0.0489777	-4.76298e-08
21040000	2	2.104	2.104	0.0494297	-4.76064e-08
21050000	2	2.105	2.105	0.0498812	-4.7583e-08
21060000	2	2.106	2.106	0.0503324	-4.75596e-08
21070000	2	2.107	2.107	0.0507831	-4.75363e-08
21080000	2	2.108	2.108	0.0512334	-4.75129e-08
21090000	2	2.109	2.109	0.0516833	-4.74896e-08
21100000	2	2.11	2.11	0.0521327	-4.74664e-08
21110000	2	2.111	2.111	0.0525817	-4.74431e-08
21120000	2	2.112	2.112	0.0530303	-4.74199e-08
21130000	2	2.113	2.113	0.0534785	-4.73966e-08
21140000	2	2.114	2.114	0.0539262	-4.73734e-08
21150000	2	2.115	2.115	0.0543735	-4.73503e-08
21160000	2	2.116	2.116	0.0548204	-4.73271e-08
21170000	2	2.117	2.117	0.0552669	-4.7304e-08
21180000	2	2.118	2.118	0.0557129	-4.72809e-08
21190000	2	2.119	2.119	0.0561586	-4.72578e-08
21200000	2	2.12	2.12	0.0566038	-4.72347e-08
21210000	2	2.121	2.121	0.0570486	-4.72117e-08
21220000	2	2.122	2.122	0.0574929	-4.71887e-08
21230000	2	2.123	2.123	0.0579369	-4.71657e-08
21240000	2	2.124	2.124	0.0583804	-4.71427e-08
21250000	2	2.125	2.125	0.0588235	-4.71197e-08
21260000	2	2.126	2.126	0.0592662	-4.70968e-08
21270000	2	2.127	2.127	0.0597085	-4.70739e-08
21280000	2	2.128	2.128	0.0601504	-4.7051e-08
21290000	2	2.129	2.129	0.0605918	-4.70281e-08
21300000	2	2.13	2.13	0.0610329	-4.70053e-08
21310000	2	2.131	2.131	0.0614735	-4.69825e-08
21320000	2	2.132	2.132	0.0619137	-4.69597e-08
21330000	2	2.133	2.133	0.0623535	-4.69369e-08
21340000	2	2.134	2.134	0.0627929	-4.69141e-08
21350000	2	2.135	2.135	0.0632319	-4.68914e-08
21360000	2	2.136	2.136	0.0636704	-4.68687e-08
21370000	2	2.137	2.137	0.0641086	-4.6846e-08
21380000	2	2.138	2.138	0.0645463	-4.68233e-08
21390000	2	2.139	2.139	0.0649836	-4.68006e-08
21400000	2	2.14	2.14	0.0654206	-4.6778e-08
21410000	2	2.141	2.141	0.0658571	-4.67554e-08
21420000	2	2.142	2.142	0.0662932	-4.67328e-08
21430000	2	2.143	2.143	0.0667289	-4.67102e-08
21440000	2	2.144	2.144	0.0671642	-4.66877e-08
21450000	2	2.145	2.145	0.0675991	-4.66651e-08
21460000	2	2.146	2.146	0.0680336	-4.66426e-08
21470000	2	2.147	2.147	0.0684676	-4.66201e-08
21480000	2	2.148	2.148	0.0689013	-4.65977e-08
21490000	2	2.149	2.149	0.0693346	-4.65752e-08
21500000	2	2.15	2.15	0.0697674	-4.65528e-08
21510000	2	2.151	2.151	0.0701999	-4.65304e-08
21520000	2	2.152	2.152	0.070632	-4.6508e-08
21530000	2	2.153	2.153	0.0710636	-4.64857e-08
21540000	2	2.154	2.154	0.0714949	-4.64633e-08
21550000	2	2.155	2.155	0.0719258	-4.6441e-08
21560000	2	2.156	2.156	0.0723562	-4.64187e-08
21570000	2	2.157	2.157	0.0727863	-4.63964e-08
21580000	2	2.158	2.158	0.0732159	-4.63742e-08
21590000	2	2.159	2.159	0.0736452	-4.63519e-08
21600000	2	2.16	2.16	0.0740741	-4.63297e-08
21610000	2	2.161	2.161	0.0745025	-4.63075e-08
21620000	2	2.162	2.162	0.0749306	-4.62853e-08
21630000	2	2.163	2.163	0.0753583	-4.62632e-08
21640000	2	2.164	2.164	0.0757856	-4.62411e-08
21650000	2	2.165	2.165	0.0762125	-4.62189e-08
21660000	2	2.166	2.166	0.076639	-4.61968e-08
21670000	2	2.167	2.167	0.0770651	-4.61748e-08
21680000	2	2.168	2.168	0.0774908	-4.61527e-08
21690000	2	2.169	2.169	0.0779161	-4.61307e-08
21700000	2	2.17	2.17	0.078341	-4.61087e-08
21710000	2	2.171	2.171	0.0787655	-4.60867e-08
21720000	2	2.172	2.172	0.0791897	-4.60647e-08
21730000	2	2.173	2.173	0.0796134	-4.60428e-08
21740000	2	2.174	2.174	0.0800368	-4.60208e-08
21750000	2	2.175	2.175	0.0804598	-4.59989e-08
21760000	2	2.176	2.176	0.0808824	-4.5977e-08
21770000	2	2.177	2.177	0.0813045	-4.59552e-08
21780000	2	2.178	2.178	0.0817264	-4.59333e-08
21790000	2	2.179	2.179	0.0821478	-4.59115e-08
21800000	2	2.18	2.18	0.0825688	-4.58897e-08
21810000	2	2.181	2.181	0.0829895	-4.58679e-08
21820000	2	2.182	2.182	0.0834097	-4.58461e-08
21830000	2	2.183	2.183	0.0838296	-4.58243e-08
21840000	2	2.184	2.184	0.0842491	-4.58026e-08
21850000	2	2.185	2.185	0.0846682	-4.57809e-08
